0;5000;10000;15000;
10437;6276;4455;7145;2016-04-19 17:46:18.457000
10422;nan;4397;7114;2016-04-19 17:46:18.582000
10435;nan;4459;7136;2016-04-19 17:46:18.707000
10446;nan;4437;7096;2016-04-19 17:46:18.816000
10474;nan;4383;7071;2016-04-19 17:46:18.941000
10540;6198;4416;7094;2016-04-19 17:46:19.066000
10530;6231;4429;nan;2016-04-19 17:46:19.191000
10530;6281;4401;7239;2016-04-19 17:46:19.316000
nan;6247;4398;7280;2016-04-19 17:46:19.425000
nan;6298;4366;6963;2016-04-19 17:46:19.535000
nan;nan;4411;6998;2016-04-19 17:46:19.660000
10544;nan;4387;nan;2016-04-19 17:46:19.785000
10524;nan;4382;nan;2016-04-19 17:46:19.910000
10593;nan;4354;nan;2016-04-19 17:46:20.035000
10635;nan;4361;6876;2016-04-19 17:46:20.144000
10619;nan;4365;6923;2016-04-19 17:46:20.269000
10624;6546;4382;6954;2016-04-19 17:46:20.394000
10607;6481;4369;nan;2016-04-19 17:46:20.519000
10629;nan;4388;nan;2016-04-19 17:46:20.644000
10634;nan;4396;nan;2016-04-19 17:46:20.769000
10670;nan;4384;6803;2016-04-19 17:46:20.879000
10731;nan;4365;6948;2016-04-19 17:46:21.004000
10741;nan;4406;6999;2016-04-19 17:46:21.129000
10760;nan;4397;nan;2016-04-19 17:46:21.254000
10718;nan;4371;7216;2016-04-19 17:46:21.379000
10795;nan;4349;nan;2016-04-19 17:46:21.488000
10777;nan;4338;6932;2016-04-19 17:46:21.597000
10823;nan;4333;6989;2016-04-19 17:46:21.738000
10823;nan;4393;6926;2016-04-19 17:46:21.863000
10838;nan;4353;6970;2016-04-19 17:46:21.988000
10834;nan;4360;6834;2016-04-19 17:46:22.113000
10872;nan;4378;6850;2016-04-19 17:46:22.222000
10895;nan;4369;6717;2016-04-19 17:46:22.347000
10949;nan;4392;6711;2016-04-19 17:46:22.472000
10944;nan;4379;6766;2016-04-19 17:46:22.597000
10899;nan;4387;6816;2016-04-19 17:46:22.722000
10946;nan;4341;nan;2016-04-19 17:46:22.847000
10994;nan;4355;6888;2016-04-19 17:46:22.957000
11010;nan;4346;6973;2016-04-19 17:46:23.082000
11015;nan;4359;6702;2016-04-19 17:46:23.207000
11013;nan;4333;6802;2016-04-19 17:46:23.332000
11092;nan;4379;nan;2016-04-19 17:46:23.457000
11035;nan;4341;6697;2016-04-19 17:46:23.566000
11061;nan;4340;6770;2016-04-19 17:46:23.691000
11069;nan;4350;8958;2016-04-19 17:46:23.816000
11074;nan;4338;6531;2016-04-19 17:46:23.941000
11120;nan;4367;nan;2016-04-19 17:46:24.066000
11082;nan;4356;6657;2016-04-19 17:46:24.191000
11121;nan;4338;nan;2016-04-19 17:46:24.300000
11103;nan;4356;nan;2016-04-19 17:46:24.425000
nan;nan;4373;nan;2016-04-19 17:46:24.550000
11198;nan;4344;6761;2016-04-19 17:46:24.675000
11240;nan;4364;6666;2016-04-19 17:46:24.800000
11257;nan;4360;nan;2016-04-19 17:46:24.910000
11260;nan;4363;nan;2016-04-19 17:46:25.019000
11255;nan;nan;nan;2016-04-19 17:46:25.160000
11239;nan;4362;6659;2016-04-19 17:46:25.285000
11270;nan;4407;nan;2016-04-19 17:46:25.410000
nan;7070;4422;6531;2016-04-19 17:46:25.519000
11249;nan;4401;6418;2016-04-19 17:46:25.629000
11233;nan;4396;6678;2016-04-19 17:46:25.754000
11320;nan;4379;6424;2016-04-19 17:46:25.879000
nan;nan;4412;nan;2016-04-19 17:46:26.004000
11360;nan;4371;nan;2016-04-19 17:46:26.129000
nan;nan;4425;nan;2016-04-19 17:46:26.254000
nan;nan;4397;6661;2016-04-19 17:46:26.363000
11379;nan;4414;6477;2016-04-19 17:46:26.488000
11401;nan;4418;6340;2016-04-19 17:46:26.613000
11431;nan;4438;nan;2016-04-19 17:46:26.738000
11478;nan;4439;6693;2016-04-19 17:46:26.863000
11481;nan;4442;6679;2016-04-19 17:46:26.972000
11520;nan;4425;6429;2016-04-19 17:46:27.082000
11524;nan;4416;6225;2016-04-19 17:46:27.222000
11555;nan;4427;nan;2016-04-19 17:46:27.347000
11545;nan;nan;6391;2016-04-19 17:46:27.472000
nan;nan;4407;6673;2016-04-19 17:46:27.582000
11536;nan;4433;nan;2016-04-19 17:46:27.691000
11524;nan;4416;nan;2016-04-19 17:46:27.816000
11564;nan;4415;6249;2016-04-19 17:46:27.941000
nan;nan;4402;nan;2016-04-19 17:46:28.066000
nan;nan;4492;nan;2016-04-19 17:46:28.191000
nan;nan;4411;nan;2016-04-19 17:46:28.301000
nan;nan;4412;6077;2016-04-19 17:46:28.410000
nan;nan;4442;6147;2016-04-19 17:46:28.535000
nan;nan;4485;nan;2016-04-19 17:46:28.660000
nan;nan;4473;6240;2016-04-19 17:46:28.785000
nan;nan;4506;6187;2016-04-19 17:46:28.894000
nan;nan;4441;7112;2016-04-19 17:46:29.004000
11756;nan;4471;nan;2016-04-19 17:46:29.129000
11770;nan;4478;6037;2016-04-19 17:46:29.269000
11748;nan;4504;nan;2016-04-19 17:46:29.394000
11769;nan;4496;6057;2016-04-19 17:46:29.519000
11760;nan;4551;6075;2016-04-19 17:46:29.644000
nan;nan;4520;6097;2016-04-19 17:46:29.754000
nan;nan;4511;6043;2016-04-19 17:46:29.879000
nan;nan;4546;6083;2016-04-19 17:46:30.004000
nan;nan;4470;6021;2016-04-19 17:46:30.129000
nan;nan;4493;6014;2016-04-19 17:46:30.238000
11773;nan;4506;6007;2016-04-19 17:46:30.363000
nan;nan;4542;6048;2016-04-19 17:46:30.472000
nan;nan;4561;6056;2016-04-19 17:46:30.597000
11782;nan;4469;5968;2016-04-19 17:46:30.722000
11761;nan;4552;6008;2016-04-19 17:46:30.847000
11786;nan;4508;5993;2016-04-19 17:46:30.972000
11788;nan;4472;5973;2016-04-19 17:46:31.082000
11824;nan;4590;5994;2016-04-19 17:46:31.207000
11823;nan;nan;5978;2016-04-19 17:46:31.332000
11833;nan;4452;5927;2016-04-19 17:46:31.457000
nan;nan;4458;5928;2016-04-19 17:46:31.582000
11816;nan;4535;5944;2016-04-19 17:46:31.707000
nan;nan;4481;5932;2016-04-19 17:46:31.816000
nan;nan;4533;5923;2016-04-19 17:46:31.941000
11893;nan;4492;5870;2016-04-19 17:46:32.066000
11911;nan;4469;5881;2016-04-19 17:46:32.191000
nan;nan;4496;5901;2016-04-19 17:46:32.316000
nan;nan;4494;5953;2016-04-19 17:46:32.426000
nan;nan;4492;6013;2016-04-19 17:46:32.535000
nan;nan;4570;5868;2016-04-19 17:46:32.676000
nan;nan;4547;5874;2016-04-19 17:46:32.801000
nan;nan;4496;5942;2016-04-19 17:46:32.910000
nan;nan;nan;5951;2016-04-19 17:46:33.019000
nan;nan;4563;nan;2016-04-19 17:46:33.129000
nan;nan;4598;nan;2016-04-19 17:46:33.238000
nan;nan;4558;5857;2016-04-19 17:46:33.379000
nan;nan;4540;5884;2016-04-19 17:46:33.504000
nan;nan;4585;5868;2016-04-19 17:46:33.613000
nan;nan;4574;5859;2016-04-19 17:46:33.722000
nan;nan;4599;5873;2016-04-19 17:46:33.832000
nan;nan;4567;nan;2016-04-19 17:46:33.957000
nan;nan;4647;5834;2016-04-19 17:46:34.082000
nan;nan;4603;5855;2016-04-19 17:46:34.207000
nan;nan;4601;6495;2016-04-19 17:46:34.332000
11974;nan;4610;5952;2016-04-19 17:46:34.457000
nan;nan;4661;5815;2016-04-19 17:46:34.566000
nan;nan;4607;5790;2016-04-19 17:46:34.691000
nan;nan;4608;5803;2016-04-19 17:46:34.816000
nan;nan;nan;5723;2016-04-19 17:46:34.941000
nan;nan;nan;5848;2016-04-19 17:46:35.051000
nan;nan;4643;5778;2016-04-19 17:46:35.160000
12077;nan;nan;5805;2016-04-19 17:46:35.269000
nan;nan;nan;5838;2016-04-19 17:46:35.394000
nan;nan;4680;5741;2016-04-19 17:46:35.519000
nan;nan;nan;5691;2016-04-19 17:46:35.644000
nan;nan;nan;5751;2016-04-19 17:46:35.754000
nan;nan;4910;5759;2016-04-19 17:46:35.863000
nan;nan;4763;5764;2016-04-19 17:46:35.972000
nan;nan;4689;5780;2016-04-19 17:46:36.113000
12234;nan;4697;5673;2016-04-19 17:46:36.238000
12253;nan;5073;5702;2016-04-19 17:46:36.363000
nan;nan;4667;5718;2016-04-19 17:46:36.472000
nan;nan;4703;5717;2016-04-19 17:46:36.582000
nan;nan;4647;5714;2016-04-19 17:46:36.707000
nan;nan;4665;nan;2016-04-19 17:46:36.832000
nan;nan;4679;5763;2016-04-19 17:46:36.957000
12333;nan;4634;5633;2016-04-19 17:46:37.082000
nan;nan;4615;5607;2016-04-19 17:46:37.191000
nan;nan;4657;5578;2016-04-19 17:46:37.301000
nan;nan;4668;5592;2016-04-19 17:46:37.426000
nan;nan;4690;5577;2016-04-19 17:46:37.551000
nan;nan;4661;5608;2016-04-19 17:46:37.676000
nan;nan;4740;5536;2016-04-19 17:46:37.785000
nan;7822;nan;5567;2016-04-19 17:46:37.894000
nan;nan;4708;5573;2016-04-19 17:46:38.004000
nan;nan;4721;5511;2016-04-19 17:46:38.129000
nan;7947;4698;5489;2016-04-19 17:46:38.254000
nan;nan;4777;5567;2016-04-19 17:46:38.363000
nan;nan;4665;5507;2016-04-19 17:46:38.473000
nan;7968;4663;5507;2016-04-19 17:46:38.582000
nan;nan;nan;5543;2016-04-19 17:46:38.691000
12598;nan;nan;5528;2016-04-19 17:46:38.816000
12563;nan;4773;5554;2016-04-19 17:46:38.941000
nan;nan;nan;nan;2016-04-19 17:46:39.051000
nan;nan;5175;5660;2016-04-19 17:46:39.160000
nan;nan;4794;5608;2016-04-19 17:46:39.269000
nan;nan;4749;5545;2016-04-19 17:46:39.379000
12631;nan;4713;5548;2016-04-19 17:46:39.519000
nan;nan;4739;5505;2016-04-19 17:46:39.644000
nan;nan;4790;5493;2016-04-19 17:46:39.754000
nan;nan;4850;5489;2016-04-19 17:46:39.863000
nan;nan;4773;5458;2016-04-19 17:46:39.973000
nan;nan;4883;5408;2016-04-19 17:46:40.082000
nan;nan;4718;nan;2016-04-19 17:46:40.223000
nan;nan;nan;nan;2016-04-19 17:46:40.348000
nan;nan;4813;5316;2016-04-19 17:46:40.473000
nan;nan;4868;5308;2016-04-19 17:46:40.582000
nan;nan;4859;5356;2016-04-19 17:46:40.691000
nan;nan;4799;5289;2016-04-19 17:46:40.816000
nan;nan;4853;5396;2016-04-19 17:46:40.941000
nan;nan;4981;5351;2016-04-19 17:46:41.066000
nan;nan;4906;5328;2016-04-19 17:46:41.176000
nan;nan;4889;5284;2016-04-19 17:46:41.285000
nan;nan;nan;5324;2016-04-19 17:46:41.394000
nan;nan;5258;5225;2016-04-19 17:46:41.519000
nan;nan;nan;5301;2016-04-19 17:46:41.644000
nan;nan;4931;5257;2016-04-19 17:46:41.769000
nan;8212;4883;5270;2016-04-19 17:46:41.894000
nan;nan;5260;5328;2016-04-19 17:46:42.004000
nan;nan;5001;5338;2016-04-19 17:46:42.113000
nan;nan;4869;5321;2016-04-19 17:46:42.254000
nan;nan;5148;5294;2016-04-19 17:46:42.379000
nan;nan;nan;5266;2016-04-19 17:46:42.488000
nan;nan;nan;5254;2016-04-19 17:46:42.598000
nan;nan;4979;5248;2016-04-19 17:46:42.707000
nan;nan;5091;5215;2016-04-19 17:46:42.816000
nan;nan;nan;5230;2016-04-19 17:46:42.957000
nan;8431;5028;5215;2016-04-19 17:46:43.082000
nan;8425;5009;5252;2016-04-19 17:46:43.191000
nan;8445;nan;5238;2016-04-19 17:46:43.301000
nan;8425;5049;5256;2016-04-19 17:46:43.410000
nan;8445;5102;5176;2016-04-19 17:46:43.535000
nan;8399;5025;5285;2016-04-19 17:46:43.660000
nan;nan;4997;5193;2016-04-19 17:46:43.785000
nan;8429;5061;5192;2016-04-19 17:46:43.894000
nan;nan;5162;5185;2016-04-19 17:46:44.004000
nan;8440;5206;5155;2016-04-19 17:46:44.113000
nan;8500;5250;nan;2016-04-19 17:46:44.238000
nan;8548;5260;5263;2016-04-19 17:46:44.363000
nan;8551;5426;5219;2016-04-19 17:46:44.488000
nan;8533;5206;5319;2016-04-19 17:46:44.598000
nan;8535;5723;nan;2016-04-19 17:46:44.707000
nan;8579;nan;nan;2016-04-19 17:46:44.832000
nan;8574;5195;5326;2016-04-19 17:46:44.941000
nan;8564;5311;5151;2016-04-19 17:46:45.051000
nan;8572;5559;5083;2016-04-19 17:46:45.160000
nan;nan;5500;5179;2016-04-19 17:46:45.285000
nan;8650;5081;5215;2016-04-19 17:46:45.410000
nan;8698;5120;5086;2016-04-19 17:46:45.535000
nan;8691;5036;5700;2016-04-19 17:46:45.644000
nan;8700;5360;5173;2016-04-19 17:46:45.754000
nan;nan;5119;5128;2016-04-19 17:46:45.863000
nan;8678;5041;5207;2016-04-19 17:46:45.988000
nan;8667;5042;5003;2016-04-19 17:46:46.113000
nan;8665;5075;4997;2016-04-19 17:46:46.238000
nan;8705;5175;5128;2016-04-19 17:46:46.363000
nan;8690;5109;5133;2016-04-19 17:46:46.473000
nan;8705;5148;5139;2016-04-19 17:46:46.582000
nan;8728;5093;4954;2016-04-19 17:46:46.707000
nan;8754;5107;5089;2016-04-19 17:46:46.832000
nan;nan;5162;5308;2016-04-19 17:46:46.957000
nan;8770;5141;nan;2016-04-19 17:46:47.066000
13388;nan;5169;nan;2016-04-19 17:46:47.176000
13411;nan;5185;nan;2016-04-19 17:46:47.285000
13434;nan;5196;5127;2016-04-19 17:46:47.410000
nan;nan;5187;nan;2016-04-19 17:46:47.535000
nan;nan;5166;5545;2016-04-19 17:46:47.660000
nan;nan;5178;5184;2016-04-19 17:46:47.770000
nan;nan;5205;5414;2016-04-19 17:46:47.879000
nan;nan;5174;5152;2016-04-19 17:46:47.988000
nan;nan;5180;5166;2016-04-19 17:46:48.129000
nan;nan;5193;nan;2016-04-19 17:46:48.254000
13442;nan;5160;nan;2016-04-19 17:46:48.379000
nan;nan;5148;nan;2016-04-19 17:46:48.488000
nan;nan;5153;nan;2016-04-19 17:46:48.598000
13470;nan;5165;5468;2016-04-19 17:46:48.723000
13515;nan;5152;5047;2016-04-19 17:46:48.848000
13552;nan;5166;5010;2016-04-19 17:46:48.973000
13561;nan;5123;5049;2016-04-19 17:46:49.098000
13540;nan;5211;5085;2016-04-19 17:46:49.223000
13572;nan;5202;nan;2016-04-19 17:46:49.348000
13535;nan;5187;nan;2016-04-19 17:46:49.488000
13543;nan;5231;nan;2016-04-19 17:46:49.613000
nan;nan;5255;nan;2016-04-19 17:46:49.738000
nan;nan;5238;nan;2016-04-19 17:46:49.848000
13529;nan;5239;5124;2016-04-19 17:46:49.957000
13521;nan;5253;5134;2016-04-19 17:46:50.082000
13526;nan;5217;5125;2016-04-19 17:46:50.207000
13539;nan;5205;5153;2016-04-19 17:46:50.332000
nan;nan;5260;5152;2016-04-19 17:46:50.457000
13490;nan;5219;nan;2016-04-19 17:46:50.582000
13451;nan;5238;5188;2016-04-19 17:46:50.691000
13517;nan;5219;5165;2016-04-19 17:46:50.816000
13513;nan;5191;5145;2016-04-19 17:46:50.941000
13511;nan;5205;5175;2016-04-19 17:46:51.066000
13503;nan;5187;nan;2016-04-19 17:46:51.191000
13508;nan;5215;nan;2016-04-19 17:46:51.301000
13543;nan;5187;5184;2016-04-19 17:46:51.410000
nan;nan;5206;nan;2016-04-19 17:46:51.551000
13530;nan;5221;
