0;5000;10000;15000;20000;25000;30000;35000;40000;45000;
nan;nan;2682;4604;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:22.631000
nan;nan;2498;4571;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:22.887000
nan;nan;2663;4626;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:23.095000
nan;nan;2655;4645;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:23.303000
nan;nan;2582;4470;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:23.574000
nan;nan;2639;4554;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:23.831000
nan;nan;2736;4522;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:24.039000
nan;nan;2650;4538;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:24.294000
nan;nan;2765;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:24.502000
nan;nan;2719;4419;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:24.774000
nan;nan;2723;4346;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:25.046000
nan;nan;2751;4409;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:25.302000
nan;nan;2838;4371;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:25.510000
nan;nan;2864;4268;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:25.766000
nan;nan;2816;4265;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:25.973000
nan;nan;2787;4343;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:26.181000
nan;nan;2875;4355;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:26.453000
12329;nan;2829;4264;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:26.724000
nan;nan;2828;4186;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:26.997000
12422;nan;2851;4424;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:27.269000
nan;nan;2865;4218;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:27.540000
nan;nan;2885;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:27.796000
nan;nan;2911;4215;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:28.004000
nan;nan;2859;4332;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:28.212000
nan;nan;2904;4266;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:28.420000
nan;nan;2937;4228;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:28.628000
nan;nan;2939;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:28.837000
nan;nan;3031;4190;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:29.108000
nan;nan;3033;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:29.364000
nan;nan;2953;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:29.572000
nan;nan;3057;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:29.812000
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:30.020000
nan;nan;3019;4055;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:30.292000
nan;nan;nan;3985;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:30.548000
nan;nan;nan;3929;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:30.756000
nan;nan;3066;3857;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:31.027000
nan;nan;3135;3788;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:31.283000
nan;nan;nan;3812;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:31.491000
nan;nan;3099;3723;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:31.699000
nan;nan;3125;3693;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:31.923000
nan;nan;3109;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:32.179000
nan;nan;3166;3720;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:32.387000
nan;nan;3196;3721;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:32.594000
nan;nan;3163;3675;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:32.802000
nan;nan;3177;3833;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:33.010000
nan;nan;3221;3766;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:33.282000
nan;nan;3220;3654;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:33.538000
nan;nan;3258;3619;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:33.746000
nan;nan;3247;3542;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:34.018000
nan;nan;3373;3656;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:34.290000
nan;nan;3349;3545;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:34.545000
nan;nan;3376;3685;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:34.753000
nan;nan;3321;3638;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:34.961000
nan;nan;3348;3575;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:35.169000
nan;nan;3386;3968;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:35.440000
13329;nan;3478;3465;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:35.712000
nan;nan;3432;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:35.968000
13360;nan;3503;3866;7800;nan;nan;nan;nan;nan;2016-03-12 11:02:36.176000
13388;nan;3574;3546;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:36.448000
13407;nan;3476;3597;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:36.656000
13439;nan;3508;3474;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:36.928000
nan;nan;3573;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:37.136000
nan;nan;3620;3767;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:37.408000
nan;nan;3642;3706;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:37.616000
nan;nan;3551;3372;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:37.823000
nan;nan;nan;3330;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:38.031000
nan;nan;3657;3332;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:38.239000
nan;nan;3662;3290;7699;nan;nan;nan;nan;nan;2016-03-12 11:02:38.447000
nan;nan;3655;3478;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:38.639000
nan;nan;3669;3509;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:38.847000
13659;nan;3740;3284;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:39.070000
nan;nan;3698;3291;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:39.342000
13746;nan;3739;3376;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:39.614000
nan;nan;3821;3245;7611;nan;nan;nan;nan;nan;2016-03-12 11:02:39.870000
nan;nan;3749;3152;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:40.078000
nan;nan;3765;3041;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:40.286000
nan;nan;3865;3208;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:40.494000
nan;nan;nan;3209;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:40.702000
nan;nan;3894;3339;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:40.910000
nan;nan;3854;3047;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:41.117000
nan;nan;3921;3002;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:41.325000
nan;nan;3871;3057;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:41.533000
nan;nan;3898;3000;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:41.789000
nan;nan;3931;3042;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:41.997000
nan;nan;3999;2979;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:42.269000
nan;nan;3958;2966;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:42.541000
nan;nan;4049;2939;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:42.813000
nan;nan;4007;2994;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:43.084000
nan;nan;4080;2980;7347;nan;nan;nan;nan;nan;2016-03-12 11:02:43.356000
nan;nan;4053;2958;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:43.564000
nan;nan;4084;2930;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:43.836000
nan;nan;4039;2885;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:44.044000
nan;nan;nan;2878;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:44.252000
nan;nan;4163;2843;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:44.523000
nan;nan;4185;2879;7135;nan;nan;nan;nan;nan;2016-03-12 11:02:44.795000
nan;nan;4183;2892;7165;nan;nan;nan;nan;nan;2016-03-12 11:02:45.003000
nan;nan;4178;2786;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:45.211000
nan;nan;4250;2833;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:45.435000
nan;nan;nan;2782;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:45.707000
nan;nan;4261;2847;6831;nan;nan;nan;nan;nan;2016-03-12 11:02:45.978000
nan;nan;4291;2827;6888;nan;nan;nan;nan;nan;2016-03-12 11:02:46.186000
nan;nan;4296;2788;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:46.427000
nan;nan;4301;2644;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:46.683000
nan;nan;4304;2737;6742;nan;nan;nan;nan;nan;2016-03-12 11:02:46.955000
nan;nan;nan;2988;6758;nan;nan;nan;nan;nan;2016-03-12 11:02:47.179000
nan;nan;4355;2871;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:47.451000
nan;nan;4409;2894;6708;nan;nan;nan;nan;nan;2016-03-12 11:02:47.659000
nan;nan;4418;3041;6709;nan;nan;nan;nan;nan;2016-03-12 11:02:47.867000
nan;nan;4453;2799;6694;nan;nan;nan;nan;nan;2016-03-12 11:02:48.074000
nan;nan;4471;3353;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:48.298000
nan;nan;4457;2964;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:48.570000
nan;nan;4485;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:48.842000
nan;nan;4555;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:49.050000
nan;nan;4576;2735;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:49.258000
nan;nan;4563;2686;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:49.481000
nan;nan;4594;2689;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:49.753000
nan;nan;4748;2733;6275;nan;nan;nan;nan;nan;2016-03-12 11:02:50.025000
nan;nan;4705;2860;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:50.297000
nan;nan;4639;2651;6339;nan;nan;nan;nan;nan;2016-03-12 11:02:50.521000
nan;nan;4699;2613;6510;nan;nan;nan;nan;nan;2016-03-12 11:02:50.793000
nan;nan;4759;2445;6534;nan;nan;nan;nan;nan;2016-03-12 11:02:51.065000
nan;nan;4743;2736;6568;nan;nan;nan;nan;nan;2016-03-12 11:02:51.272000
nan;nan;4809;nan;6469;nan;nan;nan;nan;nan;2016-03-12 11:02:51.496000
nan;nan;4763;2631;6534;nan;nan;nan;nan;nan;2016-03-12 11:02:51.752000
nan;nan;4891;nan;6287;nan;nan;nan;nan;nan;2016-03-12 11:02:51.976000
nan;nan;4997;2649;5956;nan;nan;nan;nan;nan;2016-03-12 11:02:52.248000
nan;nan;5165;2647;5989;nan;nan;nan;nan;nan;2016-03-12 11:02:52.472000
nan;nan;4972;2613;5936;nan;nan;nan;nan;nan;2016-03-12 11:02:52.743000
nan;nan;5083;2558;5883;nan;nan;nan;nan;nan;2016-03-12 11:02:53.015000
nan;nan;5136;2504;5828;nan;nan;nan;nan;nan;2016-03-12 11:02:53.287000
nan;nan;5427;2681;5840;nan;nan;nan;nan;nan;2016-03-12 11:02:53.511000
nan;nan;nan;2654;5981;nan;nan;nan;nan;nan;2016-03-12 11:02:53.783000
nan;nan;5029;2790;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:53.991000
nan;nan;5139;2581;6289;nan;nan;nan;nan;nan;2016-03-12 11:02:54.198000
nan;nan;5015;2546;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:54.423000
nan;nan;5088;2516;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:54.630000
nan;nan;5097;2627;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:54.854000
nan;nan;5216;2566;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:55.110000
nan;nan;5161;2646;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:55.334000
nan;nan;5144;2625;5686;nan;nan;nan;nan;nan;2016-03-12 11:02:55.606000
nan;nan;5210;2585;5696;nan;nan;nan;nan;nan;2016-03-12 11:02:55.830000
nan;nan;5206;2618;5619;nan;nan;nan;nan;nan;2016-03-12 11:02:56.101000
nan;nan;5215;3001;5673;nan;nan;nan;nan;nan;2016-03-12 11:02:56.310000
nan;nan;5254;3358;5860;nan;nan;nan;nan;nan;2016-03-12 11:02:56.533000
nan;nan;5450;3837;5786;nan;nan;nan;nan;nan;2016-03-12 11:02:56.805000
nan;nan;nan;nan;5745;nan;nan;nan;nan;nan;2016-03-12 11:02:57.029000
nan;nan;5301;nan;5592;nan;nan;nan;nan;nan;2016-03-12 11:02:57.317000
nan;nan;5374;nan;5324;nan;nan;nan;nan;nan;2016-03-12 11:02:57.589000
nan;nan;5385;2879;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:57.813000
nan;nan;5458;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:58.084000
nan;nan;5412;3158;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:58.308000
nan;nan;5503;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:58.580000
nan;nan;5468;3025;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:58.803000
nan;nan;5595;3199;5293;nan;nan;nan;nan;nan;2016-03-12 11:02:59.044000
nan;nan;5604;2830;nan;nan;nan;nan;nan;nan;2016-03-12 11:02:59.268000
nan;nan;5644;3543;5283;nan;nan;nan;nan;nan;2016-03-12 11:02:59.539000
nan;nan;5522;3072;5182;nan;nan;nan;nan;nan;2016-03-12 11:02:59.763000
nan;nan;5531;nan;5173;nan;nan;nan;nan;nan;2016-03-12 11:03:00.035000
nan;nan;5618;2948;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:00.323000
nan;nan;5631;3199;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:00.595000
nan;nan;5746;nan;5198;nan;nan;nan;nan;nan;2016-03-12 11:03:00.819000
nan;nan;5663;2960;5143;nan;nan;nan;nan;nan;2016-03-12 11:03:01.106000
nan;nan;5704;3129;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:01.378000
nan;nan;5709;3115;4995;nan;nan;nan;nan;nan;2016-03-12 11:03:01.602000
nan;nan;5788;3495;4971;nan;nan;nan;nan;nan;2016-03-12 11:03:01.890000
nan;nan;5809;2923;4891;nan;nan;nan;nan;nan;2016-03-12 11:03:02.162000
nan;nan;5898;3317;4799;nan;nan;nan;nan;nan;2016-03-12 11:03:02.402000
nan;nan;5813;nan;4777;nan;nan;nan;nan;nan;2016-03-12 11:03:02.674000
nan;nan;5884;3108;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:02.945000
nan;nan;nan;nan;4795;nan;nan;nan;nan;nan;2016-03-12 11:03:03.169000
nan;nan;6024;2651;4865;nan;nan;nan;nan;nan;2016-03-12 11:03:03.457000
nan;nan;nan;2696;4765;nan;nan;nan;nan;nan;2016-03-12 11:03:03.730000
nan;nan;nan;2857;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:03.938000
nan;nan;nan;2706;4708;nan;nan;nan;nan;nan;2016-03-12 11:03:04.162000
nan;nan;nan;2724;4832;nan;nan;nan;nan;nan;2016-03-12 11:03:04.434000
nan;nan;nan;2965;4822;nan;nan;nan;nan;nan;2016-03-12 11:03:04.641000
nan;nan;nan;2745;4753;nan;nan;nan;nan;nan;2016-03-12 11:03:04.849000
nan;nan;nan;2691;4775;nan;nan;nan;nan;nan;2016-03-12 11:03:05.121000
nan;nan;nan;2676;4772;nan;nan;nan;nan;nan;2016-03-12 11:03:05.345000
nan;nan;6396;2778;4680;nan;nan;nan;nan;nan;2016-03-12 11:03:05.633000
nan;nan;nan;2733;4617;nan;nan;nan;nan;nan;2016-03-12 11:03:05.905000
nan;nan;nan;nan;4572;nan;nan;nan;nan;nan;2016-03-12 11:03:06.113000
nan;nan;6453;3111;4575;nan;nan;nan;nan;nan;2016-03-12 11:03:06.336000
nan;nan;6340;2751;4676;nan;nan;nan;nan;nan;2016-03-12 11:03:06.624000
nan;nan;6395;2871;4528;nan;nan;nan;nan;nan;2016-03-12 11:03:06.912000
nan;nan;6453;2820;4441;nan;nan;nan;nan;nan;2016-03-12 11:03:07.184000
nan;nan;nan;2729;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:07.456000
nan;nan;6569;2724;4427;nan;nan;nan;nan;nan;2016-03-12 11:03:07.712000
nan;nan;6629;2788;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:07.936000
nan;nan;6597;2870;4456;nan;nan;nan;nan;nan;2016-03-12 11:03:08.159000
nan;nan;6821;2890;4400;nan;nan;nan;nan;nan;2016-03-12 11:03:08.447000
nan;nan;nan;2902;4421;nan;nan;nan;nan;nan;2016-03-12 11:03:08.719000
nan;nan;nan;2962;4395;nan;nan;nan;nan;nan;2016-03-12 11:03:08.943000
nan;nan;6475;nan;4355;nan;nan;nan;nan;nan;2016-03-12 11:03:09.167000
nan;nan;6634;nan;4387;nan;nan;nan;nan;nan;2016-03-12 11:03:09.390000
nan;nan;nan;3738;4274;nan;nan;nan;nan;nan;2016-03-12 11:03:09.678000
nan;nan;nan;nan;4367;nan;nan;nan;nan;nan;2016-03-12 11:03:09.966000
nan;nan;6698;3198;4333;nan;nan;nan;nan;nan;2016-03-12 11:03:10.238000
nan;nan;6627;2906;4291;nan;nan;nan;nan;nan;2016-03-12 11:03:10.462000
nan;nan;6632;2960;4283;nan;nan;nan;nan;nan;2016-03-12 11:03:10.686000
nan;nan;nan;3153;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:10.974000
nan;nan;nan;2982;5324;nan;nan;nan;nan;nan;2016-03-12 11:03:11.245000
nan;nan;6719;2953;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:11.469000
nan;nan;6703;2971;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:11.741000
nan;nan;6767;3003;4452;nan;nan;nan;nan;nan;2016-03-12 11:03:12.029000
nan;nan;nan;2942;4877;nan;nan;nan;nan;nan;2016-03-12 11:03:12.301000
nan;nan;6842;2985;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:12.605000
nan;nan;nan;3246;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:12.876000
nan;nan;nan;3113;4682;nan;nan;nan;nan;nan;2016-03-12 11:03:13.148000
nan;nan;nan;3124;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:13.436000
nan;nan;6972;3282;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:13.724000
nan;nan;nan;3115;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:13.996000
nan;nan;nan;3141;4927;nan;nan;nan;nan;nan;2016-03-12 11:03:14.220000
nan;nan;nan;3116;4752;nan;nan;nan;nan;nan;2016-03-12 11:03:14.428000
nan;nan;nan;3128;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:14.651000
nan;nan;nan;3095;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:14.859000
nan;nan;nan;3112;3926;nan;nan;nan;nan;nan;2016-03-12 11:03:15.083000
nan;nan;nan;3129;4043;nan;nan;nan;nan;nan;2016-03-12 11:03:15.307000
nan;nan;7297;3239;4023;nan;nan;nan;nan;nan;2016-03-12 11:03:15.595000
nan;nan;nan;3275;4038;nan;nan;nan;nan;nan;2016-03-12 11:03:15.867000
nan;nan;7295;3238;4205;nan;nan;nan;nan;nan;2016-03-12 11:03:16.091000
nan;nan;7232;3289;4084;nan;nan;nan;nan;nan;2016-03-12 11:03:16.314000
nan;nan;7251;3286;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:16.538000
nan;nan;7258;3333;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:16.746000
nan;nan;7297;3293;3857;nan;nan;nan;nan;nan;2016-03-12 11:03:16.970000
nan;nan;7355;3282;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:17.194000
nan;nan;7357;3314;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:17.466000
nan;nan;7323;3320;4208;nan;nan;nan;nan;nan;2016-03-12 11:03:17.690000
nan;nan;7397;3426;3761;nan;nan;nan;nan;nan;2016-03-12 11:03:17.913000
nan;nan;7424;3407;3784;nan;nan;nan;nan;nan;2016-03-12 11:03:18.137000
nan;nan;7419;nan;3766;nan;nan;nan;nan;nan;2016-03-12 11:03:18.441000
nan;nan;7467;3543;3743;nan;nan;nan;nan;nan;2016-03-12 11:03:18.713000
nan;nan;7510;3993;4082;nan;nan;nan;nan;nan;2016-03-12 11:03:19.001000
nan;nan;7636;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:19.272000
nan;nan;nan;3634;3496;nan;nan;nan;nan;nan;2016-03-12 11:03:19.544000
nan;nan;nan;nan;3472;nan;nan;nan;nan;nan;2016-03-12 11:03:19.816000
nan;nan;nan;3465;3428;nan;nan;nan;nan;nan;2016-03-12 11:03:20.040000
nan;nan;7574;nan;3462;nan;nan;nan;nan;nan;2016-03-12 11:03:20.264000
nan;nan;7643;nan;3481;nan;nan;nan;nan;nan;2016-03-12 11:03:20.488000
nan;nan;7600;3954;3469;nan;nan;nan;nan;nan;2016-03-12 11:03:20.775000
nan;nan;7671;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:21.064000
nan;nan;7723;4368;3364;nan;nan;nan;nan;nan;2016-03-12 11:03:21.336000
nan;nan;7741;4602;3366;nan;nan;nan;nan;nan;2016-03-12 11:03:21.608000
nan;nan;7790;3728;3424;nan;nan;nan;nan;nan;2016-03-12 11:03:21.848000
nan;nan;7809;nan;3282;nan;nan;nan;nan;nan;2016-03-12 11:03:22.120000
nan;nan;7800;4995;3295;nan;nan;nan;nan;nan;2016-03-12 11:03:22.344000
nan;nan;7813;3732;3281;nan;nan;nan;nan;nan;2016-03-12 11:03:22.584000
nan;nan;7840;3830;3262;nan;nan;nan;nan;nan;2016-03-12 11:03:22.856000
nan;nan;7880;3732;3213;nan;nan;nan;nan;nan;2016-03-12 11:03:23.079000
nan;nan;nan;3756;3262;nan;nan;nan;nan;nan;2016-03-12 11:03:23.303000
nan;nan;nan;3787;3189;nan;nan;nan;nan;nan;2016-03-12 11:03:23.575000
nan;nan;8133;nan;3246;nan;nan;nan;nan;nan;2016-03-12 11:03:23.783000
nan;nan;nan;nan;3189;nan;nan;nan;nan;nan;2016-03-12 11:03:23.991000
nan;nan;nan;4673;3129;nan;nan;nan;nan;nan;2016-03-12 11:03:24.215000
nan;nan;nan;3857;3152;nan;nan;nan;nan;nan;2016-03-12 11:03:24.487000
nan;nan;8180;3914;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:24.710000
nan;nan;nan;3908;3080;nan;nan;nan;nan;nan;2016-03-12 11:03:24.934000
nan;nan;nan;3957;3073;nan;nan;nan;nan;nan;2016-03-12 11:03:25.206000
nan;nan;nan;3953;3061;nan;nan;nan;nan;nan;2016-03-12 11:03:25.414000
nan;nan;nan;nan;3043;nan;nan;nan;nan;nan;2016-03-12 11:03:25.622000
nan;nan;8366;nan;3073;nan;nan;nan;nan;nan;2016-03-12 11:03:25.830000
nan;nan;nan;4002;3020;nan;nan;nan;nan;nan;2016-03-12 11:03:26.054000
nan;nan;8325;3968;3006;nan;nan;nan;nan;nan;2016-03-12 11:03:26.277000
nan;nan;8307;3991;3002;nan;nan;nan;nan;nan;2016-03-12 11:03:26.549000
nan;nan;8211;4037;2995;nan;nan;nan;nan;nan;2016-03-12 11:03:26.773000
nan;nan;nan;nan;2932;nan;nan;nan;nan;nan;2016-03-12 11:03:26.997000
nan;nan;nan;4078;2915;nan;nan;nan;nan;nan;2016-03-12 11:03:27.237000
nan;nan;nan;nan;2923;nan;nan;nan;nan;nan;2016-03-12 11:03:27.509000
nan;nan;nan;4040;2877;nan;nan;nan;nan;nan;2016-03-12 11:03:27.733000
nan;nan;8421;4095;2854;nan;nan;nan;nan;nan;2016-03-12 11:03:27.957000
nan;nan;nan;4100;2817;nan;nan;nan;nan;nan;2016-03-12 11:03:28.164000
nan;nan;nan;4085;2842;nan;nan;nan;nan;nan;2016-03-12 11:03:28.372000
nan;nan;nan;4018;2832;nan;nan;nan;nan;nan;2016-03-12 11:03:28.596000
nan;nan;nan;4140;2790;nan;nan;nan;nan;nan;2016-03-12 11:03:28.852000
nan;nan;nan;4117;2724;nan;nan;nan;nan;nan;2016-03-12 11:03:29.076000
nan;nan;8345;4046;2714;nan;nan;nan;nan;nan;2016-03-12 11:03:29.299000
nan;nan;nan;4103;2694;nan;nan;nan;nan;nan;2016-03-12 11:03:29.524000
nan;nan;nan;4031;2613;nan;nan;nan;nan;nan;2016-03-12 11:03:29.811000
nan;nan;nan;4044;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:30.099000
nan;nan;8372;4000;2553;nan;nan;nan;nan;nan;2016-03-12 11:03:30.371000
nan;nan;8329;3964;2731;nan;nan;nan;nan;nan;2016-03-12 11:03:30.595000
nan;nan;8343;3975;2653;nan;nan;nan;nan;nan;2016-03-12 11:03:30.882000
nan;nan;8302;3990;2584;nan;nan;nan;nan;nan;2016-03-12 11:03:31.154000
nan;nan;8368;nan;2623;nan;nan;nan;nan;nan;2016-03-12 11:03:31.378000
nan;nan;8320;3967;2586;nan;nan;nan;nan;nan;2016-03-12 11:03:31.666000
nan;nan;8376;3938;2578;nan;nan;nan;nan;nan;2016-03-12 11:03:31.954000
nan;nan;8348;3906;2609;nan;nan;nan;nan;nan;2016-03-12 11:03:32.242000
nan;nan;8334;3980;2579;nan;nan;nan;nan;nan;2016-03-12 11:03:32.514000
nan;nan;nan;3972;2565;nan;nan;nan;nan;nan;2016-03-12 11:03:32.738000
nan;nan;8420;3990;2580;nan;nan;nan;nan;nan;2016-03-12 11:03:33.025000
nan;nan;nan;3995;2585;nan;nan;nan;nan;nan;2016-03-12 11:03:33.297000
nan;nan;nan;3938;2559;nan;nan;nan;nan;nan;2016-03-12 11:03:33.505000
nan;nan;nan;3985;2573;nan;nan;nan;nan;nan;2016-03-12 11:03:33.729000
nan;nan;8343;3943;2649;nan;nan;nan;nan;nan;2016-03-12 11:03:34.001000
nan;nan;nan;3976;2605;nan;nan;nan;nan;nan;2016-03-12 11:03:34.209000
nan;nan;8370;3957;2585;nan;nan;nan;nan;nan;2016-03-12 11:03:34.449000
nan;nan;nan;4030;2581;nan;nan;nan;nan;nan;2016-03-12 11:03:34.720000
nan;nan;nan;4017;2563;nan;nan;nan;nan;nan;2016-03-12 11:03:34.992000
nan;nan;nan;nan;2590;nan;nan;nan;nan;nan;2016-03-12 11:03:35.216000
nan;nan;nan;4044;2565;nan;nan;nan;nan;nan;2016-03-12 11:03:35.504000
nan;nan;8376;nan;2585;nan;nan;nan;nan;nan;2016-03-12 11:03:35.792000
nan;nan;8395;nan;nan;nan;nan;nan;nan;nan;2016-03-12 11:03:36.064000
nan;nan;8387;4205;2578;nan;nan;nan;nan;nan;2016-03-12 11:03:36.336000
